Title,Location,Price,Time,Category
Tecno Spark 6 Go 4gb 64gb,"Westridge, Rawalpindi•","Rs 15,000",24 minutes ago,Phone
samsung A14,"Azmat Town, Islamabad•","Rs 55,000",24 minutes ago,Phone
IPhone XS Max 64GB Non Pta,"Attock Road, Attock•","Rs 66,500",23 minutes ago,Phone
Infinix smart 7 Only Mobile or chrjing 4/64,"Abdullah Garden, Faisalabad•","Rs 20,000",23 minutes ago,Phone
infinix hot 10 with box 64 gb pta approved,"Khalabat Township, Haripur•","Rs 26,000",24 minutes ago,Phone
iphone 12 pro max 256gb dual sim,"G-15, Islamabad•","Rs 205,000",23 minutes ago,Phone
i phone Xs Max 256gb,"Ashiana-e-Quaid Housing Scheme, Lahore•","Rs 77,000",24 minutes ago,Phone
Samsung Note 10 5G 12GB 256GB,"Bhimber Road, Gujrat•","Rs 56,000",24 minutes ago,Phone
I phone 12 Non pta,"Khalabat Township, Haripur•","Rs 96,000",24 minutes ago,Phone
Apple Iphone 15 pro 256gb Titanium Blue,"Township - Sector C1, Lahore•","Rs 360,000",2 hours ago,Phone
Sharp Aquos R5 PTA 10/10 waterpack A+ 5G,"Allama Iqbal Town, Lahore•","Rs 37,499",1 week ago,Phone
Iphone 13 Pro Max,"Others, Faisalabad•","Rs 295,000",2 days ago,Phone
iphone 15 pro max 256 GB natural titanium JV LLA,"Wapda Town Phase 1, Lahore•","Rs 269,000",4 days ago,Phone
IPhone 13 Pro Max Official PTA,"Johar Town, Lahore•","Rs 299,000",5 days ago,Phone
OnePlus 8t Global patch 12/256,"DHA Phase 8, Lahore•","Rs 65,000",4 days ago,Phone
oppo 37 read add. 03207491193,"Satiana Road, Faisalabad•","Rs 3,500",25 minutes ago,Phone
IPhone X 64 GB (Factory Unlock),"North Karachi - Sector 11L, Karachi•","Rs 40,000",25 minutes ago,Phone
iphone 13 pro max 256gb pta approved,"Walton Road, Lahore•","Rs 283,000",25 minutes ago,Phone
oppo a18,"Sui Gas Road, Gujranwala•","Rs 33,000",25 minutes ago,Phone
Samsung Note 10+ 5G 512gb,"Ichhra, Lahore•","Rs 89,999",25 minutes ago,Phone
infinix zero x neo,"Gulberg 3, Lahore•","Rs 2,700",25 minutes ago,Phone
mobile,"Sadiqa Abad, Rawalpindi•","Rs 25,000",25 minutes ago,Phone
03006161492 WhatsApp number,"Paris Road, Sialkot•","Rs 4,000",25 minutes ago,Phone
SAMSUNG S7 EDGE 4 64 EXCHANGE POSSIBLE,"DHA Phase 3, Lahore•","Rs 23,000",25 minutes ago,Phone
iPhone X,"Bihari Colony, Gujar Khan•","Rs 45,000",26 minutes ago,Phone
infinix hot 40 Pro 16 256/GB PTA Approved/0320/735/9905/my WhatsApp,"Others, Lahore•","Rs 33,500",26 minutes ago,Phone
one plus 6.   pubg mobile,"Kallar Syedan, Rawalpindi•","Rs 25,000",26 minutes ago,Phone
infinx zero30 16 256 GB 03326402045 My WhatsApp number,"Others, Bahawalnagar•","Rs 46,000",26 minutes ago,Phone
Google Pixel 6 8gb 128gb factory unlocked,"M.A. Jinnah Road, Karachi•","Rs 57,000",2 weeks ago,Phone
Techno Phantom Flip 5G,"Others, Abbottabad•","Rs 170,000",1 week ago,Phone
Xiaomi Mi 11T,"DHA Defence, Lahore•","Rs 80,000",4 days ago,Phone
Lg v60 thinq 5g Tax 4000 Single Sim A+++ READ DISCRIPTION,"Saddar, Karachi•","Rs 44,999",2 weeks ago,Phone
Iphone 14 pro max 256gb,"Numaish Chowrangi, Karachi•","Rs 265,000",3 weeks ago,Phone
iPhone 5 + 5s 16 32 64 gb non pta,"Clifton - Block 2, Karachi•","Rs 5,500",2 weeks ago,Phone
Redmi note 12.,"Walton Road, Lahore•","Rs 50,000",26 minutes ago,Phone
one plus 10 pro 5g,"Mehmoodabad, Karachi•","Rs 170,000",26 minutes ago,Phone
Iphone 11 pro,"Islampura, Lahore•","Rs 89,500",26 minutes ago,Phone
Infinix smart 8plus complete sAman varantii 1 sall,"Latifabad Unit 8, Hyderabad•","Rs 25,000",26 minutes ago,Phone
iphone xr non pta,"Gulberg 3, Lahore•","Rs 54,000",26 minutes ago,Phone
Apple iPhone XS Max,"Alia Town, Lahore•","Rs 62,500",26 minutes ago,Phone
oppo f19 pro. 8.128 GB. 03306591175 My Whatsapp number,"Others, Taxila•","Rs 23,000",26 minutes ago,Phone
iPhone 6s plus 128 GB with box WhatsApp number 0330.1877359,"Surti Muslim Co-Operative Housing Society, Karachi•","Rs 12,500",26 minutes ago,Phone
Infinix hot 12(6 128),"Quaid-e-Azam Colony, Rawalpindi•","Rs 30,000",26 minutes ago,Phone
iphone 11 64 gb non Pta,"Chungi No 9, Multan•","Rs 59,000",26 minutes ago,Phone
only serious buyer come I box,"Baldia Town, Karachi•","Rs 30,500",26 minutes ago,Phone
iPhone 13 Pro Non PTA for sale,"Paris Road, Sialkot•","Rs 165,000",26 minutes ago,Phone
"iPhone 15 Pro Max 256GB JV With Box, Watsapp, 03261240434","G-11, Islamabad•","Rs 185,000",27 minutes ago,Phone
Samsung Galaxy Flip 3 8gb 128gb & 256gb PTA Approved,"Abdullah Haroon Road, Karachi•","Rs 45,000",21 hours ago,Phone
Vivo S1 with box,"Jinnah Colony, Faisalabad•","Rs 24,000",4 weeks ago,Phone
14 Pro Max / 256 / Non PTA,"Johar Town, Lahore•","Rs 260,000",5 days ago,Phone
iPhone 15 pro max Uk,"Block B, Okara•","Rs 325,000",6 days ago,Phone
"Vivo iQoo 12 pro 16+16/1 TB dual, OnePlus 12 16+16/512 GB Global dual","Madina Town, Faisalabad•","Rs 278,999",2 weeks ago,Phone
Galaxy s24 Ultra 1TB,"Khawaj Ghan Road, Gujrat•","Rs 450,000",2 days ago,Phone
Oppo mobile f 21 pro 8 ram 128 GB 0309=6162=532,"Gajju Matah, Lahore•","Rs 33,000",27 minutes ago,Phone
tecno spark 10 pro,"Grand Avenues Housing Scheme, Lahore•","Rs 33,000",25 minutes ago,Phone
IPhone 11 pro max non pta factory unlock 64gb,"Scheme 33, Karachi•","Rs 100,000",26 minutes ago,Phone
IPhone 11 jv 88 health,"Meherban Colony, Islamabad•","Rs 67,000",27 minutes ago,Phone
Samsung Galaxy C5,"Shalimar Link Road, Lahore•","Rs 7,000",27 minutes ago,Phone
Poco m3 4+2/128 with box,"Sahara City, Pakpattan•","Rs 26,000",27 minutes ago,Phone
OnePlus 7t pro McLaren,"GT Road, Lahore•","Rs 65,000",27 minutes ago,Phone
Tecno camon 19 neo,"Allama Iqbal Town - Huma Block, Lahore•","Rs 34,500",27 minutes ago,Phone
Samsung Note 10 plus. 12.256 GB. 03306591175 My Whatsapp number,"Others, Islamabad•","Rs 35,500",27 minutes ago,Phone
vivo y 33s 8GB RAM 128 GB memory 0322/079/4927,"Others, Bahawalnagar•","Rs 33,000",27 minutes ago,Phone
iPhone 13,"Johar Town, Lahore•","Rs 128,000",27 minutes ago,Phone
Samsung s20 5G serious buyer aye sirf,"Green Town, Lahore•","Rs 48,000",27 minutes ago,Phone
iPhone 6s plus 128 GB with box WhatsApp number 0330.1877359,"Moon Colony, Lahore•","Rs 12,500",28 minutes ago,Phone
iphone 15 pro 256 gb,"Bahria Town Phase 8, Rawalpindi•","Rs 330,000",4 days ago,Phone
Oppo A57 | F11 8/256 | S1 8/256 |Reno Z 8/256 |F15 8/256 Mobile phones,"Johar Town, Lahore•","Rs 9,999",4 days ago,Phone
iphone 7,"Saddar, Karachi•","Rs 15,999",1 week ago,Phone
Pixel 6 pro 12GB 512GB E-Sim+physical Sim 4 months Sim working,"DHA Defence, Karachi•","Rs 95,000",5 days ago,Phone
Google pixel 7 pro 12/128gb factory unlock  unlock dual sim 10/10,"Chowk Kumharanwala, Multan•","Rs 130,000",12 hours ago,Phone
GooglePixel 3XL 4gb 128gb Pixel 4XL 6gb 64gb Pixel 5 8 128 Pixel 4A 5g,"Satiana Road, Faisalabad•","Rs 33,000",3 weeks ago,Phone
Readmi note 10 pro 8/128 Gb memory PTA approved my WhatsA0330=5925=135,"Jaranwala Road, Nankana Sahib•","Rs 26,500",28 minutes ago,Phone
realme9i,"Gulshan-e-Malir, Karachi•","Rs 49,500",28 minutes ago,Phone
Iphone 14 pro max 256 factory unlock,"Eden Valley, Faisalabad•","Rs 255,000",28 minutes ago,Phone
Iphone XS Max 256 GB Non PTA Gold,"Marghzar Officers Colony, Lahore•","Rs 80,000",28 minutes ago,Phone
i phone 13 pro max,"Cantt, Karachi•","Rs 225,000",28 minutes ago,Phone
Realme 6i  4/128gb,"Gulistan-e-Jauhar Block 12, Karachi•","Rs 23,000",28 minutes ago,Phone
mobile phone  ok oppo f1s 03134700462,"Chah Miran, Lahore•","Rs 9,000",28 minutes ago,Phone
god mobile,"Cantt, Attock•","Rs 18,000",28 minutes ago,Phone
Samsung mobile a04 galaxy mobile +charger+cover+box direct call,"Lake City, Lahore•","Rs 45,000",28 minutes ago,Phone
iPhone Xs,"North Nazimabad, Karachi•","Rs 43,000",28 minutes ago,Phone
Redmi A2 Plus 3/64,"Muslim Town, Lahore•","Rs 15,000",29 minutes ago,Phone
one plus new phone,"Dheri Hassanabad, Rawalpindi•","Rs 75,000",29 minutes ago,Phone
Iphone 7 Plus 256 Gb Pta Approved,"Sindh Industrial Trading Estate, Karachi•","Rs 40,000",29 minutes ago,Phone
iPhone 13 Pro Max,"DHA City, Lahore•","Rs 320,000",2 weeks ago,Phone
Iphone 13 pro max Pta approved,"DHA Phase 4, Lahore•","Rs 295,000",3 days ago,Phone
Google Pixel 7 Pro 12gb 128gb PTA Approved official,"Saddar, Karachi•","Rs 95,000",2 weeks ago,Phone
iphone 11 128GB PTA Approved Black (0333-5728915),"G-9, Islamabad•","Rs 200,000",3 days ago,Phone
One plus N10,"Saddar, Karachi•","Rs 32,999",1 week ago,Phone
A1 NOKIA 2720 FLIP BOX PACK PTA APPROVED,"Saddar, Karachi•","Rs 6,500",1 week ago,Phone
Apple IPhone 7 128GB PTA APPROVED (wifi fault),"North Karachi, Karachi•","Rs 18,500",29 minutes ago,Phone
iphone x,"Abbottabad Road, Abbottabad•","Rs 41,500",29 minutes ago,Phone
Samsung s21 ultra 12 256 GB 03326402045 My WhatsApp number,"Others, Sarai Alamgir•","Rs 87,000",29 minutes ago,Phone
Iphone 7 non pta 128gb final price no bhass,"Al Haram Garden, Lahore•","Rs 17,000",29 minutes ago,Phone
Samsung Glaxy C7 Pro 4/64gb,"Awami Road, Daska•","Rs 14,000",28 minutes ago,Phone
Iphone 11 128 GB Non Pta For sale,"Ghauri Town, Islamabad•","Rs 85,000",27 minutes ago,Phone
Iphone 14 plus 128 GB Non PTA from UAE Brand,"Airport Road, Rawalpindi•","Rs 265,000",29 minutes ago,Phone
tiktok followers for sale,"Sadar, Hyderabad•",Rs 250,29 minutes ago,Phone
I phone 14 pro looking like new,"Sabzazar, Lahore•","Rs 350,000",29 minutes ago,Phone
Motorola one 5g,"100 Ft Road, Sukkur•","Rs 23,000",29 minutes ago,Phone
iphone 11 pro 256GB NON PTA,"PIA Housing Scheme, Lahore•","Rs 75,000",29 minutes ago,Phone
iphone 11 all parts available,"Bani Gala, Islamabad•","Rs 19,000",29 minutes ago,Phone
infinix note 10  6/128,"Township, Lahore•","Rs 26,000",29 minutes ago,Phone
iPhone 12 pro max,"Jinnah Colony, Lahore•","Rs 135,000",4 days ago,Phone
Iphone 12 Pro Max 256GB,"Johar Town Phase 1, Lahore•","Rs 235,000",2 weeks ago,Phone
s24 ultra silver colour available 256gb box pack,"Ahmed Town, Islamabad•","Rs 330,000",6 days ago,Phone
"oppo a57,f1s,reno z,f11, f15 brand new stock","Bawa Chack 120 JB, Faisalabad•","Rs 9,999",1 day ago,Phone
Iphone 12 Pro Max,"Gulistan-e-Jauhar, Karachi•","Rs 110,000",5 days ago,Phone
ONE PLUS 11R,"Gulberg 3, Lahore•","Rs 99,000",5 days ago,Phone
"Non PTA ,condition10/10, 256gb memory all ok","Gulshan-e-Iqbal, Karachi•","Rs 60,000",30 minutes ago,Phone
Tecno Spark 10C,"Iqbal Colony, Lahore•","Rs 21,000",30 minutes ago,Phone
vivo y91 3gb 64gb,"Shahdara, Lahore•","Rs 15,000",30 minutes ago,Phone
iPhone 7 puls 128/GB PTA Approved/0320/735/9905/my WhatsApp number,"Bakhsh Avenue, Bahawalpur•","Rs 24,500",30 minutes ago,Phone
iPhone5s 10/10/ condition cash on delivery,"New Multan, Multan•","Rs 9,000",30 minutes ago,Phone
Samsung Note 10 plus. 12.256 GB. 03306591175 My Whatsapp number,"Others, Khanewal•","Rs 36,000",30 minutes ago,Phone
iPhone 13 Pro 128Gb Non PTA (JV),"Gulzar-E-Hijri, Karachi•","Rs 135,000",30 minutes ago,Phone
IPHONE XSMAX,"Tando Jam, Hyderabad•","Rs 90,000",30 minutes ago,Phone
iPhone x 256 Gb memory PTA approved my WhatsApp 0330=5925=135,"Basti Malook, Multan•","Rs 41,500",30 minutes ago,Phone
Redmi note pro 8 256 PTA approved for sale 03468232478,"Aslam Colony, Rawalpindi•","Rs 28,600",30 minutes ago,Phone
new phn ha,"Gulshan-e-Iqbal, Karachi•","Rs 4,000",30 minutes ago,Phone
I phone 6 Plus  64gb,"Lake City, Lahore•","Rs 22,500",30 minutes ago,Phone
IPhone 8 waterpack 64GB,"G-9, Islamabad•","Rs 27,000",30 minutes ago,Phone
Samsung Note 20 ultra pta approved,"Hayatabad, Peshawar•","Rs 175,000",8 hours ago,Phone
GOOGLE PIXEL 7 PR0 UNLOCK,"Abdullah Haroon Road, Karachi•","Rs 90,000",3 days ago,Phone
huawei p10,"Samanabad Road, Faisalabad•","Rs 17,500",5 days ago,Phone
I phone xxmax 256gb,"Khudadad Colony, Karachi•","Rs 140,000",1 day ago,Phone
Vivo Y17 ram8 256gb full box,"Muslim Town, Hasilpur•","Rs 18,000",5 days ago,Phone
Google Pixel 6 8gb 128gb waterpack guarantee,"Saddar, Karachi•","Rs 57,000",2 weeks ago,Phone
vivo v23 12 256 GB 03326402045 My WhatsApp number,"Others, Sargodha•","Rs 46,500",31 minutes ago,Phone
Digit 4G Elite,"Shikarpur Road, Jacobabad•","Rs 5,500",31 minutes ago,Phone
realme 5i,"Maripur, Karachi•","Rs 21,000",31 minutes ago,Phone
one plus,"Gulistan-e-Jauhar, Karachi•","Rs 50,000",31 minutes ago,Phone
iphone 8 Non pta 64 Gb,"Others, Arifwala•","Rs 27,000",31 minutes ago,Phone
vivo y21 All ok,"Township - Sector B2, Lahore•","Rs 32,000",31 minutes ago,Phone
Huawei Nova 7i or P40 lite read add,"Bani Gala, Islamabad•","Rs 23,000",30 minutes ago,Phone
I phone XR 128GB Non pTA,"Charsadda Road, Charsadda•","Rs 50,000",30 minutes ago,Phone
iphone 12 pro max 256gb pta approved,"Abbasia Bungalows, Rahimyar Khan•","Rs 210,000",32 minutes ago,Phone
One Plus 9 8/128 Good Condition,"Qainchi Mor, Sargodha•","Rs 66,000",32 minutes ago,Phone
Iphone 11 pro Max Non PTA,"Rehmat Pura, Okara•","Rs 120,000",32 minutes ago,Phone
infinix zero 30.16. 256 GB. 03306591175 My Whatsapp number,"Others, Karachi•","Rs 36,500",32 minutes ago,Phone
vgotel v5310 please read full message olx,"Pakistan Chowk, Karachi•","Rs 3,500",32 minutes ago,Phone
Moto edge plus 2022,"Guru Mandir Chorangi, Karachi•","Rs 65,000",3 weeks ago,Phone
"lg g8x ,lg g8,g8x all stock aveilable ptA approved","D Ground, Faisalabad•","Rs 34,999",3 weeks ago,Phone
iphone 15 pro max 256 GB natural titanium JV LLA,"Wapda Town Phase 1, Lahore•","Rs 269,000",4 days ago,Phone
14 Pro Max / 256 / Non PTA,"Johar Town, Lahore•","Rs 260,000",5 days ago,Phone
"Oneplus 6t , Oneplus 7 Pro , Oneplus 8 , 8t Fresh Waterpack Stock","Model Town, Lahore•","Rs 29,999",1 week ago,Phone
VIVO Y85 4/64 DUAL SIM PTA APPROVED FRESH KIT,"North Nazimabad - Block H, Karachi•","Rs 11,999",3 days ago,Phone
SAMSUNG GALAXY S21 Ultra,"Abdullah Haroon Road, Karachi•","Rs 155,000",32 minutes ago,Phone
Iphone 15 pro max 512gb jv box pack,"Model Town, Lahore•","Rs 252,000",32 minutes ago,Phone
"Samsung A 32 for sale, genuine phone","Harley Street, Rawalpindi•","Rs 55,000",33 minutes ago,Phone
i phone 7 32 GB jv pta Approved lush condition All Ok,"Others, Gujrat•","Rs 18,500",33 minutes ago,Phone
iphone 14 pro max HK,"University Road, Karachi•","Rs 290,000",33 minutes ago,Phone
iPhone 8 plus 256/GB PTA Approved/0320/735/9905/my WhatsApp number,"Commoners Sky Gardens, Islamabad•","Rs 33,500",33 minutes ago,Phone
Iphone 8 64GB,"PWD Colony, Rawalpindi•","Rs 28,000",33 minutes ago,Phone
samsung note 4 original with finger print 3gb ram 32gb memory,"Ayub National Park, Rawalpindi•","Rs 9,500",33 minutes ago,Phone
Samsung A32 Pta approved with Box No 03018991082,"Zaida, Swabi•","Rs 45,000",33 minutes ago,Phone
infinix hot 8lit 2gb32gb only Mobil,"Mughalpura, Lahore•","Rs 9,500",33 minutes ago,Phone
oppo a5 2020,"Gulistan Fatima Colony, Rawalpindi•","Rs 19,500",33 minutes ago,Phone
oppo f17 exchange possible,"Korangi Road, Karachi•","Rs 27,500",33 minutes ago,Phone
honor 7c,"City Sadar Road, Rawalpindi•","Rs 10,000",33 minutes ago,Phone
iphone 6,"Abdullah Haroon Road, Karachi•","Rs 11,999",4 weeks ago,Phone
"One Plus 7 Pro 5G 8GB | 256GB Dual Sim Stock Availabile at ""SSTRADING""","Saddar, Karachi•","Rs 35,000",1 week ago,Phone
Aquos R6 Docomo 5G 12 /128 Single sim 10/10,"Johar Town, Lahore•","Rs 56,000",2 days ago,Phone
gogel pixel 3,"Bahria Town - Sector D, Lahore•","Rs 35,000",1 week ago,Phone
iPhone 14 pro max 128,"Township - Sector D1, Lahore•","Rs 255,000",6 days ago,Phone
Iphone 14 Pro,"DHA Phase 5, Lahore•","Rs 195,000",1 day ago,Phone
honor 7c,"City Sadar Road, Rawalpindi•","Rs 10,000",33 minutes ago,Phone
Google Pixel 8 Pro (12/256) with box and back covers,"Satellite Town, Rawalpindi•","Rs 305,000",32 minutes ago,Phone
infinix zero x neo 8/128,"Lucknow Society, Karachi•","Rs 34,500",33 minutes ago,Phone
Mi Note 9s 6/128,"Ameer Colony, Okara•","Rs 26,000",34 minutes ago,Phone
Nokia G-100 latest nokia andriod unique style,"Allama Iqbal Town, Lahore•","Rs 25,000",34 minutes ago,Phone
Realme C21-y 4gb 64 gb,"New Karachi - Sector 5-D, Karachi•","Rs 18,500",34 minutes ago,Phone
Iphone 12 Non pta,"Central Park Housing Scheme, Lahore•","Rs 105,000",34 minutes ago,Phone
Samsung note20 ultra 12 256 GB 03326402045 My WhatsApp number,"Others, Swat•","Rs 66,000",34 minutes ago,Phone
iphone 6s,"Others, Sialkot•","Rs 9,000",34 minutes ago,Phone
iPhone 6s pta proved only WhatsApp num 03107740769,"Abadi Haji Ghulam Hassan, Gujranwala•","Rs 16,000",34 minutes ago,Phone
infinix Hot 9 play. 4.64 GB. 03306591175 My Whatsapp number,"Others, Karachi•","Rs 13,000",34 minutes ago,Phone
iPhone Xsmax (pta approved),"Gulshan-e-Ravi, Lahore•","Rs 105,000",34 minutes ago,Phone
Vivo y85A modell complete samAN 1 sall varnti ky sth,"Latifabad Unit 8, Hyderabad•","Rs 18,000",34 minutes ago,Phone
GooglePixel 3XL 4gb 128gb Pixel 4XL 6gb 64gb Pixel 5 8 128 Pixel 4A 5g,"Satiana Road, Faisalabad•","Rs 33,000",3 weeks ago,Phone
Iphone 12 Pro Max 256GB,"Johar Town Phase 1, Lahore•","Rs 235,000",2 weeks ago,Phone
Apple iPhone 15 Pro 128GB 15 Pro Max 256GB 512GB JV,"Saddar, Rawalpindi•","Rs 206,000",5 days ago,Phone
Oppo A57,"Makki Complex, Lahore•","Rs 12,500",2 weeks ago,Phone
03026041627 . . . . . iphone 13mini jv 128gb argent for sell,"Malir, Karachi•","Rs 85,000",4 days ago,Phone
GOOGLE PIXEL 4XL PACH PROOF HY EXCHANGE POSSIBLE,"Airport Avenue Housing Society, Islamabad•","Rs 40,000",4 days ago,Phone
Iphone 12 64 GB,"Gulistan-e-Jauhar, Karachi•","Rs 100,000",35 minutes ago,Phone
Motorolla eplus 6 Ram Rom 4/64,"Scheme 33, Karachi•","Rs 8,500",35 minutes ago,Phone
"Nokia 6.1 , exchange possible","Nasim Nagar, Hyderabad•","Rs 9,999",35 minutes ago,Phone
Infinix Zero X Neo,"Clifton, Karachi•","Rs 35,000",35 minutes ago,Phone
"IPhone 11 JV, 64gb, 99% battery Health","Mohalla Irshad Nagar, Hasan Abdal•","Rs 75,000",35 minutes ago,Phone
Infinix hot 30 play,"Morgah, Rawalpindi•","Rs 38,500",35 minutes ago,Phone
I phon 11 64gb Non PTA Panel battery change volume button not working,"Walton Road, Lahore•","Rs 60,000",35 minutes ago,Phone
Iphone X non pta,"College Road, Gujranwala•","Rs 35,000",35 minutes ago,Phone
Samsung A12,"Chungi Amar Sadhu, Lahore•","Rs 21,000",35 minutes ago,Phone
Moto G Power (2022) 4/64,"Canal Palms Luxury Housing Scheme, Sargodha•","Rs 18,000",35 minutes ago,Phone
iPhone 14 Pro Max non pta,"Baab Ul Jannah Housing Society, Faisalabad•","Rs 265,000",35 minutes ago,Phone
iphone x non pta,"Attock Road, Attock•","Rs 50,000",35 minutes ago,Phone
vivo y33s 8 gb ram memory 128 saf set hai 10/9 hai,"Dhoke Hassu, Rawalpindi•","Rs 33,000",35 minutes ago,Phone
vivo S1 8gb 256gb vivo y19 8gb 256gb pta approved lifetime warranty,"Jaranwala, Faisalabad•","Rs 22,499",2 days ago,Phone
Iphone 15 Pro Max 256GB BOX Pack,"DHA Defence, Lahore•","Rs 365,000",4 weeks ago,Phone
Google pixel 8 pro,"Bahria Orchard Phase 2, Lahore•","Rs 239,000",1 day ago,Phone
Cellarena Samsung Fold 4 Approved,"DHA Defence, Karachi•","Rs 200,000",1 week ago,Phone
Apple Iphone 14 Plus Battery life 98% with 128gb,"Samundari Road, Faisalabad•","Rs 310,000",1 day ago,Phone
Oneplus 10 Pro Cellarena,"DHA Defence, Karachi•","Rs 85,000",1 day ago,Phone
vivo y33s 8 gb ram memory 128 saf set hai 10/9 hai,"Dhoke Hassu, Rawalpindi•","Rs 33,000",35 minutes ago,Phone
iphone 13 128 GB (exchang possible),"Bani Gala, Islamabad•","Rs 132,000",35 minutes ago,Phone
iPhone 12 Pro Max,"Model Town Coop Housing Society, Sialkot•","Rs 175,000",35 minutes ago,Phone
Oppo A16,"Paragon City, Lahore•","Rs 25,000",35 minutes ago,Phone
Xiaomi mix 2s 8gb 256gb,"Johar Town Phase 1, Lahore•","Rs 40,000",35 minutes ago,Phone
iPhone 7 plus 128 Gb memory PTA approved my WhatsApp 0330=5925=135,"F-16, Islamabad•","Rs 27,500",35 minutes ago,Phone
samsung s6 edge ram 3 rom 32 single sim official approved,"Gulistan-e-Jauhar Block 17, Karachi•","Rs 4,500",35 minutes ago,Phone
i phone 7 plus,"Nawa Killi Road, Quetta•","Rs 40,000",35 minutes ago,Phone
infinix note 11 4+2 ram 128 gb memory,"Army Officers Colony, Rawalpindi•","Rs 23,000",35 minutes ago,Phone
iphon 7 32gb battery original ha 98 health hai,"Big City, Sialkot•","Rs 11,000",36 minutes ago,Phone
Smart 6. (2/32),"Allama Iqbal Town, Lahore•","Rs 13,500",36 minutes ago,Phone
infinx zero30 16 256 GB 03326402045 My WhatsApp number,"Others, Multan•","Rs 46,000",36 minutes ago,Phone
Samsung A 20,"Thanda Pani, Islamabad•","Rs 18,000",35 minutes ago,Phone
"Oppo A18 (4,128GB) On Easy Installment Plan","Main Boulevard Gulberg, Lahore•","Rs 3,950",2 weeks ago,Phone
one plus 8,"Dharampura, Lahore•","Rs 65,000",2 days ago,Phone
VIVO Y85 4+64GB complete box for sale,"Saddar, Rawalpindi•","Rs 14,999",4 weeks ago,Phone
Brand New Box Pack NON-Active Apple Iphone 15 Pro Max 256GB ( JV ),"Wapda Town, Lahore•","Rs 237,999",1 week ago,Phone
